sample_id,codice_caseificio,data_seduta,anno,n_immagini_fetta,n_immagini_grana,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,n_panelisti,flag_dati_incompleti,note_qualita,commenti_profumo,commenti_sapore,commenti_aroma,commenti_texture,commenti_struttura_pasta,commenti_colore_pasta,commenti_spessore_crosta,punteggio_profumo,punteggio_sapore,punteggio_aroma,punteggio_texture,punteggio_struttura_pasta,punteggio_colore_pasta,punteggio_spessore_crosta,punteggio_complessivo
TN302_2019-03-06,TN302,2019-03-06,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P1a_302_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P1a_302_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P1b_302_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P1a_302_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P1b_302_grana.bmp""]",10,False,,"[""latte cotto moderato;fermentato moderato"", ""Leggero. cotto"", ""burro;un po- acido"", ""panna"", ""nella norma"", ""burro e formaggio cotto"", ""All'apertura anche fieno, formaggio cotto, crosta di grana, latte cotto"", ""latte, nocciola, leggera tostatura"", ""nella norma""]","[""piccante leggero;acido moderato"", ""leggermente salato"", ""salato"", ""leggermente acido;umami"", ""leggermente salato e dolce"", ""equilibrio di sapori non tipico del grana"", ""umami leggermente intenso"", ""salato, umami"", ""equilibrato, con note dolciastre e sapide ben amalgamate"", ""salatissimo""]","[""fermentato leggero"", ""panna"", ""nella norma"", ""nella norma"", ""tostato e brodo"", ""nostrano"", ""note id formaggio cotto piacevoli"", ""lattici cotti, carne lessa"", ""grana tipico"", ""non del tutto positivo""]","[""tirosina solubilità e friabilità leggera"", ""asciutto e inzialmente poco solub"", ""morbido al primo morso. ciononostante si briciola abbastanza. Cristalli: non molti"", ""pochi cristalli"", ""MICROSTRUTTURa scarsa"", ""abbastanza pastoso"", ""compatto e sciutto, grana troppo fine, nessun cristallo"", ""non molto friabile, grana fine, abbastanza solubile, quasi assenti i cristalli"", ""manca un pò di durezza e appare leggermente asciutto"", ""molto tenero poca grana""]","[""Frattura non regolare"", ""Frattura e grana abbastanza regolare"", ""Frattura irregolare. Grana grossa ed omogenea"", ""nella norma"", ""Frattura irregolare e Microocchiatura"", ""Frattura abbastanza regolare, grana grossolana, ruvida. Omogenea"", ""Frattura con avvallamenti, struttura poco granulare, compatta, leggermente stirata"", ""Frattura regolare bella grana"", ""Bella presenza di grana anche fine"", ""Grana fine al che occhio fine molto bella""]","[""Carica al centro"", ""Leggero alone più chiara su un lato"", ""Lieve più carico in zona centrale"", ""nella norma"", ""Saturo"", ""Colore un po' carico ma omogeneo"", ""Giallo molto carico"", ""Alone leggero centrale"", ""Tende al giallo carico, ma omogeneo"", ""Abbastanza uniforme tende a chiaro""]","[""Crosta sfumata e dispari Media 9mm"", ""Colore sotto crosta sfumato netti gli angolo"", ""Piatto a cavallo del cm. Scalzi spessi"", ""nella norma"", ""nella norma"", ""1,1 cm Unghia spessa"", ""10 deciso"", ""Piuttosto alto!!!"", ""Peccato per gli scalzi e gli spigoli grossi media 1""]",7.51,7.06,7.281999999999999,6.934,7.890000000000001,7.33,6.7700000000000005,
TN302_2020-03-04,TN302,2020-03-04,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-04_Seduta_25/P1a_TN302_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-04_Seduta_25/P1a_TN302_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-04_Seduta_25\\P1a_TN302_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-04_Seduta_25\\P1b_TN302_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-04_Seduta_25\\P1a_TN302_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-04_Seduta_25\\P1b_TN302_Grana.bmp""]",3,False,Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Struttura della Pasta,"[""Tanti sentori nella categoria panna""]",[],[],[],[],"[""Alone leggerissimo!""]","[""Colore rossastra da un lato e grigio dall'altro""]",,,,,,,,
TN310_2021-03-17,TN310,2021-03-17,2020,0,0,,,[],[],8,True,Mancano immagini FETTA; Mancano immagini GRANA,"[""Moderata intensità"", ""Paglia""]","[""Molto amaro""]","[""Leggero sentore finale di stalla""]","[""Anche buona solubilita! Peccato per asciutto""]","[""Grassa"", ""Grana grossolana intesa negativamente"", ""Peccato per occhi"", ""Occhio da 8 mm e 3 mm""]","[""Più carico in certe zone"", ""Una macchia giallo rosato""]","[""Spessore non eccessivo sotto i piatti ma Colore molto carico tendente al marrone rossiccio""]",,,,,,,,
TN311_2019-01-09,TN311,2019-01-09,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-09/P3a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-09/P3a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-09\\P3a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-09\\P3b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-09\\P3a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-09\\P3b_311_grana.bmp""]",10,False,,"[""nella norma"", ""panna"", ""buona intensità . latte fresco, panna, burro sciolto. Sentori dolci e lattei"", ""formaggio cotto;latte"", ""burro fuso e crosta di formaggio, poco intenso"", ""nota di brodo vegetale"", ""leggermente fermentato, frutta matura"", ""abbastanza intenso ma poco pulito, nota di pozzo di scarico, crosta di formaggio"", ""intenso con note tipiche ed anche da burro""]","[""tendende all'acido"", ""leggerissimo amaro"", ""amaro leggerm. percepito. nel complesso equilibrato, appena un po' salato"", ""salato;acido"", ""senza salinit' e piccante, un p; di umami"", ""latte e burro"", ""dolce prevale leggermente comunque gradevole ed equilibrato"", ""sapidità spiccata con buon umami e piccantezza evidente, non molto bilanciato"", ""equilibrato, pieno"", ""dolce, leggermente sbilanciato umami e salato""]","[""una porzione (la più piccola) ha un aorma di MUFFA mentre le altre 2 no!"", ""panna leggero cotto"", ""crosta"", ""crosta di pane e crosta di formaggio"", ""burro"", ""crosta di formaggio, leggero ossidato"", ""nota di formaggio cotto e crosta di formaggio, ricorda un po un formaggio nostrano"", ""grana, burro, forse anche un p; di note evolute"", ""nella norma""]","[""granuloso e friabile cristalli evidenti solubile leggerero residuo sabbioso"", ""friabile. microstruttura fine. microcristalli presenti. non asciutto"", ""quasi assenza di cristalli;troppo umido"", ""morbido, senza struttura e microcristalli, troppo solubile"", ""molti cristalli"", ""abbastanza solubile"", ""granulosa ma non molto solubile, leggermente cedevole"", ""molti cristalli, ben friabile e in ottimo equilibrio tra umidità. e soubilita-""]","[""Struttura non omogenea ma granulosa Frattura non proprio regolare"", ""Frattura irregolare con evidenti blocchi una sfoglia di 6 cm Grandi a un po grossa Evidenti i cristalli"", ""Frattura irregolare ed i taglio . Per il resto grana regolare, grandiosa, anche fine"", ""Frattura presente"", ""nella norma"", ""Frattura irregolare,una crepa"", ""Grana bella, spacco"", ""Frattura non bellissima ma pasta con grana evidente, presenza di una grossa spaccatura"", ""Molto grossolana con spaccatura evidente ...e leggera stiratura"", ""Frattura grossolana fessura grande bella grana fine""]","[""Al centro colorazione paglierina leggermente più accentuata"", ""Omogeneo tendente al paglierino"", ""nella norma"", ""Colore uniforme"", ""Centro zona rosacea"", ""Omogeneo ma carico, forse con qualche alone"", ""Omogeneo giallo carico carico"", ""Leggi più scuro al centro ma tende al cgiaro""]","[""Spessore medio piatto e scalzo circa7mm Spigoli circa 15mm"", ""0,8 su un lato con colore più scuro ma spessore minore 0,9 sull,altro"", ""Per lo più sotto i 10 mm"", ""Regolare entro1 cm"", ""nella norma"", ""8 mm"", ""Più sottile su un lato"", ""Superiore a 11"", ""Piatti molto fine spigoli belli""]",7.407999999999999,7.456,7.036,7.636,7.45,7.779999999999999,7.74,
TN319_2019-04-03,TN319,2019-04-03,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-04-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-04-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-04-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-04-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-04-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-04-03\\P3b_319_grana.bmp""]",11,False,,"[""latte cotto intensità leggera;verdure lesse intensità leggera;animale intensità leggera"", ""leggero ma non difetti"", ""intensità moderata. pane tostato. . cuoio. sentori lattei cotti"", ""latte cotto"", ""leggermente di panna"", ""leggera verdura cotta"", ""latte e burro, leggero animale"", ""burro, fuso, formaggio cotto, crosta cou una punta di bruciato"", ""fiori, frutta, panna fresca"", ""All'apertura nota pungente, poi lattici cotti e un po' di fermentato soprattutto in un pezzo"", ""panna burro fuso brodo di carne e fruttato""]","[""nella norma"", ""leggero salato"", ""amaro, acido. non in eccesso"", ""leggermente acdido"", ""amaro leggero, il resto bilanciato"", ""salato"", ""delicato"", ""piccante e salato"", ""acido prevalente ma abbastanza equilibrato"", ""Salato, umami, untuoso, leggermente disarticolati, ma non del tutto negativi"", ""ecquilibrato, assenza del picante""]","[""nella norma"", ""torna, come da prima olfazione, una nota quantomeno animale, forse fermentata"", ""panna&burro"", ""nella norma"", ""piacevole ma poco tipico"", ""note di formaggio cotto"", ""latte cotto, crosta di formaggio"", ""Brodo grasso di carne, tostati, lattici cotti"", ""molto latttico, panna e burro fresco""]","[""solubilità friabilità tirosina intensità leggera"", ""granuloso asciutto poco solubile pochi cristalli"", ""cristalli rinvenuti, anche grossi. friabile. struttura non fine. tende ad asciugare le fauci"", ""mollo"", ""buona friabilità , microstruttura e solubilità , assenti i cristalli"", ""asciutto"", ""pastoso, poca grana"", ""compatto e duro, microstruttura grossolana, non molto solubile,pochi cristalli percepiti"", ""un po- granulosa"", ""Mediamente friabile, leggermente adesivo, non troppo silubile"", ""rimane qualche piccolo frqammento assenza di cristalli""]","[""Granulosa grossolana"", ""Frattura abbastanza Regolare e grana fine"", ""Buona la frattura. Grana omogenea, granulosa"", ""nella norma"", ""Frattura abbastanza regolare,leggermente stirata al centro"", ""Vaga presenza di Microocchiatura, un po' grossolana"", ""Frattura regolate. Struttura omogenea"", ""Frattura regolare, struttura granuloso, leggerissima micro occhiatura"", ""Occhiature su angolo e Microcchiature diffuse, bella grana"", ""Frattura abbastanza regolare, grana fine quasi omogenea"", ""Frattura Regolare assenza di impugnatura a eccezione di uno spigolo circa 3 cm""]","[""Alone centrale"", ""Chiara e uniforme"", ""Una porzione è più carica di colore. Comunque tende al chiaro"", ""nella norma"", ""Carico"", ""Omogeneo"", ""Omogeneo"", ""Giallo omogeneo, non troppo carico"", ""Chiaro ma con macchie rosa"", ""Carico e omogeneo"", ""Paglierino grigiastro""]","[""Media 9mm"", ""Colore Sottocrosta sfumato"", ""nella norma"", ""nella norma"", ""0,8 cm con unghia pronunciata sugli spigoli"", ""10 mm"", ""Diverso fra i piatti e gli scalzi x intensità, sotto uno spigolo occhiatura e secchezza"", ""Abbastanza sottile""]",7.332727272727272,7.229090909090909,7.289090909090908,7.147272727272727,7.918181818181818,7.645454545454545,7.072727272727272,
TN330_2019-10-16,TN330,2019-10-16,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-16_Seduta_07/P6a_TN330_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-16_Seduta_07/P6a_TN330_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-16_Seduta_07\\P6a_TN330_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-16_Seduta_07\\P6b_TN330_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-16_Seduta_07\\P6a_TN330_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-16_Seduta_07\\P6b_TN330_Grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta,[],[],[],[],[],[],"[""Sotto""]",,,,,,,,
TN302_2019-09-25,TN302,2019-09-25,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-25_Seduta_04/P1a_TN302_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-25_Seduta_04/P1a_TN302_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-25_Seduta_04\\P1a_TN302_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-25_Seduta_04\\P1b_TN302_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-25_Seduta_04\\P1a_TN302_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-25_Seduta_04\\P1b_TN302_Grana.bmp""]",2,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],[],"[""Si intende no cristalli""]","[""La pasta sotto un piatto presenta leggera striature""]",[],[],,,,,,,,
TN313_2019-12-04,TN313,2019-12-04,2019,0,0,,,[],[],2,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Profumo; Nessun commento Aroma; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],"[""Un Po in eccesso il piccante""]",[],"[""Molto compatto""]",[],[],[],,,,,,,,
TN326_2021-04-07,TN326,2021-04-07,2020,0,0,,,[],[],2,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Intensità bassa""]","[""Poco saporito, ma equilibrato""]",[],[],"[""Pare molto asciutta""]",[],[],,,,,,,,
TN313_2019-03-13,TN313,2019-03-13,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-13/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-13/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-13\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-13\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-13\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-13\\P4b_313_grana.bmp""]",11,False,,"[""molto leggero"", ""intensità medio-moderata. oltre a note lattee mature, c'è qualcosa di vegetale leggero"", ""latte crudo"", ""crosta, leggermente bruciato"", ""solvente *___("", ""leggero fermentato. odore debole"", ""Intenso all'apertura, panna e anche vegetale fresco, floreale"", ""panna e burro fresco, ma frutta tropicale, frutta fermentata, poco caratteristico"", ""latte, panna ma tostato"", ""pane tostato brodo, panne e burro, fruttato molto leggero""]","[""leggero amaro"", ""Amamro e piccante percepibili, non persistenti. non dolce. acido"", ""dolce, manca completamente di sale"", ""nella norma"", ""dolce, poco salato. non piccante"", ""equilibrato e abbastanza intenso"", ""dolce sapido con buon umami, piccantezza media, equilibrato"", ""equilibrato con note anche dolciastre. Peccato per finale amrognolo"", ""leggermente amaro per il resto molto dolce e ben equilibrato"", ""ecqulibrato""]","[""panna"", ""ritorna la crosta"", ""fermentazione"", ""poco tipico del grana"", ""abbastanza intenso e caratteristico"", ""in bocca più lattico che al naso, panna cotta, burro fuso, molto grasso, torna la nota fruttata"", ""tostatura"", ""intenso positivo"", ""lattico cotto""]","[""umido poco friabile e impasta"", ""seppur umido abbastanza friabile. lascia la bocca pulita"", ""friabilità buona, microstruttura assente e pastosa, buoni i cristalli"", ""nella norma"", ""poca grana, pastoso"", ""legata, poco granulosa, quasi adesiva, buona presenza di microcristalli"", ""molto asciutto, morbido e pochi cristalli"", ""nella norma"", ""cristalli grossi il formaggio parisce quasi subito""]","[""Frattura ad arco con striature nella grana in centro e microocchiatura crostalli ben visibili"", ""Nel cuore si evidenziano nervature, direzioni. Non stirato, ma tende allo. Quindi disomogenea la grana. Frattura scomposta"", ""nella norma"", ""Frattura poco regolare, striature e microocchiature centrali"", ""Rade microocch"", ""Frattura abbastanza regolare, struttura un po' slegata"", ""Frattura abbastanza regolare, micro occhiatura molto fine,"", ""Frattura non bellissima grana poco definita tratti stirati presenza a tratti di Microocchiatura"", ""Leggermente stirata!!!!"", ""Frattura evidente leggera occhiatura Leggermente dittatura Granulosità"", ""Frattura abbastanza regolare, paglierino chiaro con alone grigio, centralmente area pugnosa poco estesa""]","[""A"", ""Abbastanza omogeneo, tonalità chiara, anche se non paglierina"", ""nella norma"", ""Giallo con un piatto più scuro"", ""Omogeneo"", ""Leggermente carico ma omogeneo"", ""Chiaro con leggero alone centrale"", ""Giallo carico con alone più scuro non molto omogeneo"", ""Giallo medio ma aree grigie verdi!!!"", ""Leggero alone"", ""Paglierino chiaro con alone grigiastro""]","[""nella norma"", ""1 piatto sopra, 1 piatto sotto ilcm"", ""nella norma"", ""nella norma"", ""nella norma"", ""0,9 cm più spessa sugli scalzi"", ""9 chiaro"", ""Più spessa verso una faccia"", ""Tre lati maggiori di 10 mm e 1 da 5 mm"", ""Ne sottile ne grossa""]",7.256363636363636,7.529090909090908,7.365454545454545,7.425454545454546,7.054545454545454,7.445454545454546,7.2,
TN316_2022-02-09,TN316,2022-02-09,2021,0,0,,,[],[],3,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Polvere,""]","[""Non grana""]",[],[],"[""Presenza di occhi piccoli e grandi 4 e 9 mm, spugnatura di grande superficie, diverse fratture di 3 e 4, Cm""]",[],[],,,,,,,,
TN338_2020-03-11,TN338,2020-03-11,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-11_Seduta_26/P6a_TN338_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-11_Seduta_26/P6a_TN338_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P6a_TN338_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P6b_TN338_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P6a_TN338_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P6b_TN338_Grana.bmp""]",1,False,Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Prima olfazione non gradita. La definisco nostrano""]",[],[],[],"[""Centro buona struttura fine. Ai bordi diversa. Frattura pessima""]",[],[],,,,,,,,
